champ_1,role_1,champ_2,role_2,winrate,matches
Ekko,Mid,Zaahen,Top,0.5384,7
Ekko,Mid,MasterYi,Jungle,0.5636,11
Ekko,Mid,Warwick,Jungle,0.5703,5
Ekko,Mid,Jax,Jungle,0.4651,5
Ekko,Mid,Shaco,Jungle,0.4961,9
Ekko,Mid,Nocturne,Jungle,0.5399,10
Ekko,Mid,JarvanIV,Jungle,0.4949,13
Ekko,Mid,MonkeyKing,Jungle,0.5258,11
Ekko,Mid,LeeSin,Jungle,0.5198,22
Ekko,Mid,Nidalee,Jungle,0.5702,5
Ekko,Mid,Udyr,Jungle,0.463,6
Ekko,Mid,Talon,Jungle,0.5676,16
Ekko,Mid,Shyvana,Jungle,0.5505,11
Ekko,Mid,Graves,Jungle,0.5019,14
Ekko,Mid,Rengar,Jungle,0.5702,15
Ekko,Mid,Hecarim,Jungle,0.4945,17
Ekko,Mid,Khazix,Jungle,0.4992,13
Ekko,Mid,Kayn,Jungle,0.521,17
Ekko,Mid,Zac,Jungle,0.5663,6
Ekko,Mid,Kindred,Jungle,0.5052,6
Ekko,Mid,Viego,Jungle,0.523,21
Ekko,Mid,Zed,Jungle,0.5609,6
Ekko,Mid,Qiyana,Jungle,0.5155,11
Ekko,Mid,Vi,Jungle,0.5138,8
Ekko,Mid,Sylas,Jungle,0.5627,9
Ekko,Mid,Naafiri,Jungle,0.5317,6
Ekko,Mid,Sivir,ADC,0.4688,6
Ekko,Mid,Tristana,ADC,0.5492,17
Ekko,Mid,MissFortune,ADC,0.471,9
Ekko,Mid,Twitch,ADC,0.4964,15
Ekko,Mid,Ezreal,ADC,0.5191,24
Ekko,Mid,Kaisa,ADC,0.479,36
Ekko,Mid,Yasuo,ADC,0.5425,5
Ekko,Mid,Jhin,ADC,0.5387,36
Ekko,Mid,Zeri,ADC,0.5624,12
Ekko,Mid,Jinx,ADC,0.5377,26
Ekko,Mid,Lucian,ADC,0.5123,11
Ekko,Mid,Samira,ADC,0.4861,10
Ekko,Mid,Kalista,ADC,0.5587,7
Ekko,Mid,Xayah,ADC,0.5251,10
Ekko,Mid,Yunara,ADC,0.5634,27
Ekko,Mid,Smolder,ADC,0.4845,7
Ekko,Mid,Soraka,Support,0.5702,9
Ekko,Mid,Zilean,Support,0.478,9
Ekko,Mid,Janna,Support,0.4967,8
Ekko,Mid,Karma,Support,0.5668,17
Ekko,Mid,Pantheon,Support,0.47,8
Ekko,Mid,Leona,Support,0.4989,16
Ekko,Mid,Lux,Support,0.4932,8
Ekko,Mid,Xerath,Support,0.5639,6
Ekko,Mid,Nautilus,Support,0.5109,17
Ekko,Mid,Lulu,Support,0.5692,22
Ekko,Mid,Seraphine,Support,0.5226,13
Ekko,Mid,TahmKench,Support,0.499,5
Ekko,Mid,Senna,Support,0.484,9
Ekko,Mid,Nami,Support,0.5123,26
Ekko,Mid,Yuumi,Support,0.5264,10
Ekko,Mid,Thresh,Support,0.528,31
Ekko,Mid,Rakan,Support,0.5378,8
Ekko,Mid,Rell,Support,0.5505,10
Ekko,Mid,Pyke,Support,0.4938,10
Ekko,Mid,Milio,Support,0.5645,16
Ekko,ADC,Nasus,Top,0.5278,5
Ekko,ADC,Garen,Top,0.5522,6
Camille,Top,Ekko,ADC,0.5246,5
Ekko,ADC,Yone,Top,0.5709,6
Ekko,ADC,LeeSin,Jungle,0.5047,6
Ekko,ADC,Talon,Jungle,0.5531,7
Ekko,ADC,Graves,Jungle,0.4496,8
Ekko,ADC,Hecarim,Jungle,0.5151,5
Ekko,ADC,Kayn,Jungle,0.5389,5
Ekko,ADC,Qiyana,Jungle,0.5712,6
Ekko,ADC,Katarina,Mid,0.5688,5
Ekko,ADC,Viktor,Mid,0.474,6
Ekko,ADC,Yasuo,Mid,0.5709,13
Ekko,ADC,Zed,Mid,0.5661,10
Ekko,ADC,Yone,Mid,0.5227,8
Ekko,ADC,Nautilus,Support,0.5554,5
Ekko,ADC,Seraphine,Support,0.5238,6
Ekko,ADC,Senna,Support,0.5585,5
Ekko,ADC,Nami,Support,0.4577,13
Ekko,ADC,Thresh,Support,0.5607,8
Ekko,ADC,Pyke,Support,0.542,6
Ekko,Support,Olaf,Top,0.556,9
Ekko,Support,Urgot,Top,0.5709,10
Ekko,Support,Kayle,Top,0.4789,9
Ekko,Support,Sion,Top,0.4946,9
Ekko,Support,Teemo,Top,0.5491,9
Ekko,Support,Tryndamere,Top,0.5471,11
Ekko,Support,Jax,Top,0.5525,21
Ekko,Support,Singed,Top,0.5599,11
Chogath,Top,Ekko,Support,0.4939,12
DrMundo,Top,Ekko,Support,0.44,13
Ekko,Support,Irelia,Top,0.5519,17
Ekko,Support,Gangplank,Top,0.5202,15
Ekko,Support,Trundle,Top,0.4997,6
Ekko,Support,Malphite,Top,0.546,17
Ekko,Support,Renekton,Top,0.569,20
Ekko,Support,Vayne,Top,0.5203,8
Ekko,Support,Rumble,Top,0.5573,8
Ekko,Support,Nasus,Top,0.5403,24
Ekko,Support,Gragas,Top,0.5678,7
Ekko,Support,Pantheon,Top,0.5486,10
Ekko,Support,Mordekaiser,Top,0.5266,13
Ekko,Support,Yorick,Top,0.5479,6
Akali,Top,Ekko,Support,0.5094,9
Ekko,Support,Garen,Top,0.4727,19
Ekko,Support,Riven,Top,0.5704,7
Ekko,Support,Shen,Top,0.5142,16
Ekko,Support,Volibear,Top,0.4745,12
Ekko,Support,Fiora,Top,0.5412,10
Darius,Top,Ekko,Support,0.4842,17
Ekko,Support,Jayce,Top,0.5606,28
Ekko,Support,Gnar,Top,0.4545,16
Ekko,Support,Yasuo,Top,0.531,12
Camille,Top,Ekko,Support,0.5462,17
Ekko,Support,Kled,Top,0.5423,6
Aatrox,Top,Ekko,Support,0.4763,16
Ekko,Support,Ornn,Top,0.5553,13
Ekko,Support,Yone,Top,0.5259,25
Ambessa,Top,Ekko,Support,0.4812,14
Ekko,Support,Sett,Top,0.464,19
Ekko,Support,Gwen,Top,0.5423,7
Ekko,Support,KSante,Top,0.4349,11
Ekko,Support,Zaahen,Top,0.5069,11
Ekko,Support,XinZhao,Jungle,0.5608,11
Ekko,Support,Fiddlesticks,Jungle,0.5683,6
Ekko,Support,MasterYi,Jungle,0.5552,18
Ekko,Support,Warwick,Jungle,0.5025,5
Ekko,Support,Nunu,Jungle,0.5621,8
Ekko,Support,Jax,Jungle,0.4427,6
Ekko,Support,Evelynn,Jungle,0.4508,10
Ekko,Support,Karthus,Jungle,0.5025,5
Chogath,Jungle,Ekko,Support,0.5668,15
Amumu,Jungle,Ekko,Support,0.4778,6
Ekko,Support,Shaco,Jungle,0.5214,12
Ekko,Support,Nocturne,Jungle,0.5547,17
Ekko,Support,JarvanIV,Jungle,0.4299,30
Ekko,Support,Elise,Jungle,0.5268,8
Ekko,Support,MonkeyKing,Jungle,0.5618,21
Ekko,Support,LeeSin,Jungle,0.5544,47
Ekko,Support,Nidalee,Jungle,0.5646,9
Ekko,Support,Udyr,Jungle,0.4706,9
Ekko,Support,Talon,Jungle,0.5449,18
Ekko,Support,Shyvana,Jungle,0.5067,13
Ekko,Support,Graves,Jungle,0.482,25
Ekko,Support,Rengar,Jungle,0.5684,13
Ekko,Support,Sejuani,Jungle,0.5695,8
Ekko,Support,Hecarim,Jungle,0.5065,21
Ekko,Support,Khazix,Jungle,0.496,18
Diana,Jungle,Ekko,Support,0.4705,8
Ekko,Support,Kayn,Jungle,0.5531,24
Ekko,Support,Zyra,Jungle,0.4565,6
Ekko,Support,Zac,Jungle,0.4757,10
Belveth,Jungle,Ekko,Support,0.4895,8
Briar,Jungle,Ekko,Support,0.4705,11
Ekko,Support,Viego,Jungle,0.4705,32
Ekko,Support,Zed,Jungle,0.5144,10
Ekko,Jungle,Ekko,Support,0.5169,20
Ekko,Support,Qiyana,Jungle,0.5694,24
Ekko,Support,Vi,Jungle,0.4953,19
Ekko,Support,Sylas,Jungle,0.4889,24
Ekko,Support,Lillia,Jungle,0.5711,11
Ekko,Support,Naafiri,Jungle,0.4522,10
Annie,Mid,Ekko,Support,0.5336,6
Ekko,Support,Galio,Mid,0.475,12
Ekko,Support,TwistedFate,Mid,0.5672,18
Ekko,Support,Leblanc,Mid,0.5379,21
Ekko,Support,Vladimir,Mid,0.5401,14
Ekko,Support,Ryze,Mid,0.449,9
Anivia,Mid,Ekko,Support,0.534,14
Ekko,Support,Kassadin,Mid,0.5539,22
Ekko,Support,Irelia,Mid,0.5124,7
Ekko,Support,Veigar,Mid,0.5382,9
Ekko,Support,Katarina,Mid,0.4896,24
Ekko,Support,Orianna,Mid,0.476,9
Ekko,Support,Nasus,Mid,0.5368,8
Akali,Mid,Ekko,Support,0.4491,17
Ekko,Support,Malzahar,Mid,0.5181,15
Ekko,Support,Lux,Mid,0.5491,10
Ekko,Support,Xerath,Mid,0.5399,13
Ahri,Mid,Ekko,Support,0.5568,32
Ekko,Support,Fizz,Mid,0.5686,14
Ekko,Support,Viktor,Mid,0.5056,33
Ekko,Support,Lissandra,Mid,0.5329,23
Diana,Mid,Ekko,Support,0.5283,11
Ekko,Support,Syndra,Mid,0.4993,29
Ekko,Support,Zoe,Mid,0.4931,8
Ekko,Support,Yasuo,Mid,0.509,20
Ekko,Support,Taliyah,Mid,0.5658,6
Ekko,Support,Zed,Mid,0.5409,27
Ekko,Mid,Ekko,Support,0.5645,16
Ekko,Support,Qiyana,Mid,0.4544,7
Ekko,Support,Sylas,Mid,0.4766,26
Ekko,Support,Vex,Mid,0.4844,11
Ekko,Support,Yone,Mid,0.4551,16
Ekko,Support,Mel,Mid,0.5228,7
Ekko,Support,Locke,Mid,0.5502,25
Aurora,Mid,Ekko,Support,0.5707,5
Ekko,Support,Hwei,Mid,0.5064,11
Ekko,Support,Sivir,ADC,0.4799,15
Ekko,Support,Tristana,ADC,0.551,30
Ekko,Support,MissFortune,ADC,0.4293,7
Ashe,ADC,Ekko,Support,0.5594,23
Ekko,Support,Twitch,ADC,0.481,20
Caitlyn,ADC,Ekko,Support,0.5218,42
Ekko,Support,Vayne,ADC,0.5433,10
Ekko,Support,Ezreal,ADC,0.4297,15
Ekko,Support,KogMaw,ADC,0.5685,13
Ekko,Support,Varus,ADC,0.5568,8
Draven,ADC,Ekko,Support,0.4692,7
Ekko,Support,Kaisa,ADC,0.5249,27
Ekko,Support,Jhin,ADC,0.4738,19
Ekko,Support,Zeri,ADC,0.4834,13
Ekko,Support,Jinx,ADC,0.5438,107
Ekko,Support,Lucian,ADC,0.5018,182
Ekko,Support,Xayah,ADC,0.4815,7
Aphelios,ADC,Ekko,Support,0.5329,20
Ekko,Support,Yunara,ADC,0.5145,43
Ekko,Support,Smolder,ADC,0.4989,10
Elise,Top,XinZhao,Jungle,0.4889,6
Elise,Top,Fiddlesticks,Jungle,0.534,5
Elise,Top,MasterYi,Jungle,0.5265,12
Elise,Top,Evelynn,Jungle,0.513,5
Chogath,Jungle,Elise,Top,0.5691,9
Elise,Top,Shaco,Jungle,0.504,7
Elise,Top,Nocturne,Jungle,0.5192,9
Elise,Top,JarvanIV,Jungle,0.4919,12
Elise,Top,MonkeyKing,Jungle,0.4809,11
Elise,Top,LeeSin,Jungle,0.5027,30
Elise,Top,Nidalee,Jungle,0.5658,5
Elise,Top,Talon,Jungle,0.52,12
Elise,Top,Shyvana,Jungle,0.4965,6
Elise,Top,Graves,Jungle,0.4501,13
Elise,Top,Rengar,Jungle,0.4414,10
Elise,Top,Hecarim,Jungle,0.48,8
Elise,Top,Khazix,Jungle,0.4521,10
Elise,Top,Kayn,Jungle,0.5223,11
Elise,Top,Zac,Jungle,0.4749,6
Belveth,Jungle,Elise,Top,0.5083,6
Elise,Top,Viego,Jungle,0.4892,18
Ekko,Jungle,Elise,Top,0.5659,9
Elise,Top,Qiyana,Jungle,0.5608,13
Elise,Top,Vi,Jungle,0.5446,8
Elise,Top,Sylas,Jungle,0.4625,12
Elise,Top,Galio,Mid,0.559,10
Elise,Top,TwistedFate,Mid,0.4738,12
Elise,Top,Leblanc,Mid,0.5627,11
Elise,Top,Vladimir,Mid,0.5056,7
Elise,Top,Ryze,Mid,0.4654,6
Anivia,Mid,Elise,Top,0.5557,6
Elise,Top,Kassadin,Mid,0.501,9
Elise,Top,Katarina,Mid,0.5374,7
Cassiopeia,Mid,Elise,Top,0.5594,6
Akali,Mid,Elise,Top,0.5571,13
Elise,Top,Malzahar,Mid,0.4833,6
Elise,Top,Lux,Mid,0.4754,6
Elise,Top,Xerath,Mid,0.5094,8
Ahri,Mid,Elise,Top,0.5282,15
Elise,Top,Fizz,Mid,0.4929,6
Elise,Top,Viktor,Mid,0.5156,16
Elise,Top,Lissandra,Mid,0.5266,6
Diana,Mid,Elise,Top,0.4873,7
Elise,Top,Syndra,Mid,0.4851,20
AurelionSol,Mid,Elise,Top,0.5166,5
Elise,Top,Zoe,Mid,0.5683,8
Elise,Top,Yasuo,Mid,0.5149,11
Akshan,Mid,Elise,Top,0.4849,8
Elise,Top,Zed,Mid,0.4661,8
Ekko,Mid,Elise,Top,0.5384,7
Elise,Top,Sylas,Mid,0.4382,13
Elise,Top,Yone,Mid,0.4489,17
Elise,Top,Locke,Mid,0.5178,14
Elise,Top,Hwei,Mid,0.5479,9
Elise,Top,Sivir,ADC,0.4309,10
Elise,Top,Tristana,ADC,0.5618,21
Elise,Top,MissFortune,ADC,0.4922,10
Ashe,ADC,Elise,Top,0.458,10
Caitlyn,ADC,Elise,Top,0.4677,29
Elise,Top,Ezreal,ADC,0.5306,16
Elise,Top,Varus,ADC,0.4666,7
Elise,Top,Viktor,ADC,0.5529,7
Draven,ADC,Elise,Top,0.5072,6
Elise,Top,Kaisa,ADC,0.4607,37
Elise,Top,Jhin,ADC,0.5543,25
Elise,Top,Zeri,ADC,0.5132,7
Elise,Top,Jinx,ADC,0.5564,31
Elise,Top,Lucian,ADC,0.5085,18
Elise,Top,Kalista,ADC,0.5119,8
Elise,Top,Xayah,ADC,0.5333,6
Elise,Top,Yunara,ADC,0.5052,25
Alistar,Support,Elise,Top,0.5054,7
Elise,Top,Soraka,Support,0.5199,6
Elise,Top,Morgana,Support,0.5406,6
Elise,Top,Zilean,Support,0.4991,6
Elise,Top,Shaco,Support,0.4376,5
Elise,Top,Sona,Support,0.498,6
Elise,Top,Janna,Support,0.5199,13
Elise,Top,Karma,Support,0.4935,13
Blitzcrank,Support,Elise,Top,0.5061,11
Elise,Top,Leona,Support,0.4667,11
Elise,Top,Lux,Support,0.4886,8
Elise,Top,Nautilus,Support,0.4316,15
Elise,Top,Lulu,Support,0.5566,26
Elise,Top,Seraphine,Support,0.5606,11
Camille,Support,Elise,Top,0.4975,6
Braum,Support,Elise,Top,0.5521,13
Elise,Top,Senna,Support,0.4798,8
Elise,Top,Nami,Support,0.4607,19
Elise,Top,Yuumi,Support,0.4959,11
Elise,Top,Thresh,Support,0.532,29
Bard,Support,Elise,Top,0.5661,6
Elise,Top,Rakan,Support,0.5566,5
Elise,Top,Rell,Support,0.4872,7
Elise,Top,Pyke,Support,0.44,12
Elise,Top,Milio,Support,0.5069,11
Elise,Jungle,Jax,Top,0.4601,6
Elise,Jungle,Gangplank,Top,0.5229,5
Elise,Jungle,Malphite,Top,0.5196,7
Elise,Jungle,Renekton,Top,0.4931,11
Elise,Jungle,Nasus,Top,0.5403,8
Elise,Jungle,Shen,Top,0.456,7
Elise,Jungle,Jayce,Top,0.4736,8
Elise,Jungle,Yone,Top,0.4728,7
Elise,Jungle,Leblanc,Mid,0.4871,5
Elise,Jungle,Katarina,Mid,0.5225,6
Elise,Jungle,Malzahar,Mid,0.4459,5
Elise,Jungle,Syndra,Mid,0.4653,7
Elise,Jungle,Yasuo,Mid,0.5347,10
Elise,Jungle,Zed,Mid,0.5015,13
Elise,Jungle,Qiyana,Mid,0.517,6
Elise,Jungle,Yone,Mid,0.508,12
Elise,Jungle,Locke,Mid,0.4299,6
Elise,Jungle,Tristana,ADC,0.4649,11
Elise,Jungle,Ezreal,ADC,0.4734,13
Elise,Jungle,Kaisa,ADC,0.4679,20
Elise,Jungle,Jhin,ADC,0.4978,18
Elise,Jungle,Jinx,ADC,0.4869,15
Elise,Jungle,Lucian,ADC,0.4476,8
Elise,Jungle,Kalista,ADC,0.5011,6
Elise,Jungle,Xayah,ADC,0.5322,7
Elise,Jungle,Yunara,ADC,0.5496,19
Elise,Jungle,Karma,Support,0.5235,7
Elise,Jungle,Nautilus,Support,0.4309,8
Elise,Jungle,Lulu,Support,0.4703,11
Elise,Jungle,Seraphine,Support,0.4925,6
Elise,Jungle,Senna,Support,0.496,5
Elise,Jungle,Nami,Support,0.4535,11
Elise,Jungle,Yuumi,Support,0.5216,5
Elise,Jungle,Thresh,Support,0.4922,16
Elise,Jungle,Rell,Support,0.4543,5
Elise,Jungle,Pyke,Support,0.5385,6
Elise,Jungle,Milio,Support,0.5268,8
Elise,Mid,Olaf,Top,0.466,12
Elise,Mid,Urgot,Top,0.5575,6
Elise,Mid,Sion,Top,0.5115,9
Elise,Mid,Tryndamere,Top,0.5637,7
Elise,Mid,Jax,Top,0.4929,12
Elise,Mid,Singed,Top,0.5711,6
Chogath,Top,Elise,Mid,0.5443,7
DrMundo,Top,Elise,Mid,0.5145,6
Elise,Mid,Irelia,Top,0.4905,10
Elise,Mid,Gangplank,Top,0.4798,10
Elise,Mid,Malphite,Top,0.4576,16
Elise,Mid,Renekton,Top,0.4824,12
Elise,Mid,Vayne,Top,0.4338,5
Elise,Mid,Nasus,Top,0.5062,17
Elise,Mid,Mordekaiser,Top,0.4289,5
Elise,Mid,Garen,Top,0.4876,18
Elise,Mid,Volibear,Top,0.5659,5
Elise,Mid,Fiora,Top,0.5508,8
Darius,Top,Elise,Mid,0.4886,10
Elise,Mid,Jayce,Top,0.4891,15
Elise,Mid,Gnar,Top,0.4558,7
Elise,Mid,Yasuo,Top,0.4932,10
Camille,Top,Elise,Mid,0.5409,10
Aatrox,Top,Elise,Mid,0.4891,11
Elise,Mid,Ornn,Top,0.4744,6
Elise,Mid,Yone,Top,0.5251,18
Ambessa,Top,Elise,Mid,0.4997,11
Elise,Mid,Sett,Top,0.5365,8
Elise,Mid,KSante,Top,0.4843,11
Elise,Mid,Zaahen,Top,0.5479,9
Elise,Mid,XinZhao,Jungle,0.4872,5
Elise,Mid,MasterYi,Jungle,0.5311,9
Chogath,Jungle,Elise,Mid,0.5703,12
Elise,Mid,Shaco,Jungle,0.518,8
Elise,Mid,Nocturne,Jungle,0.5602,11
Elise,Mid,JarvanIV,Jungle,0.468,13
Elise,Mid,MonkeyKing,Jungle,0.5194,9
Elise,Mid,LeeSin,Jungle,0.5054,32
Elise,Mid,Nidalee,Jungle,0.5286,9
Elise,Mid,Udyr,Jungle,0.545,5
Elise,Mid,Talon,Jungle,0.5065,15
Elise,Mid,Shyvana,Jungle,0.5519,9
Elise,Mid,Graves,Jungle,0.4405,18
Elise,Mid,Rengar,Jungle,0.481,9
Elise,Mid,Sejuani,Jungle,0.4649,7
Elise,Mid,Hecarim,Jungle,0.4652,12
Elise,Mid,Khazix,Jungle,0.5597,12
Elise,Mid,Kayn,Jungle,0.5335,9
Belveth,Jungle,Elise,Mid,0.5237,5
Briar,Jungle,Elise,Mid,0.525,11
Elise,Mid,Viego,Jungle,0.4894,26
Ekko,Jungle,Elise,Mid,0.4737,9
Elise,Mid,Qiyana,Jungle,0.5295,12
Elise,Mid,Vi,Jungle,0.5153,12
Elise,Mid,Sylas,Jungle,0.546,17
Elise,Mid,Naafiri,Jungle,0.459,9
Elise,Mid,Sivir,ADC,0.4773,6
Elise,Mid,Tristana,ADC,0.5292,19
Elise,Mid,MissFortune,ADC,0.5088,6
Ashe,ADC,Elise,Mid,0.5029,12
Elise,Mid,Twitch,ADC,0.5194,7
Caitlyn,ADC,Elise,Mid,0.4942,26
Elise,Mid,Ezreal,ADC,0.4436,33
Elise,Mid,KogMaw,ADC,0.5381,6
Elise,Mid,Varus,ADC,0.4534,6
Draven,ADC,Elise,Mid,0.5121,7
Elise,Mid,Kaisa,ADC,0.4827,52
Elise,Mid,Yasuo,ADC,0.5402,7
Elise,Mid,Jhin,ADC,0.5117,37
Elise,Mid,Zeri,ADC,0.5086,6
Elise,Mid,Jinx,ADC,0.5708,34
Elise,Mid,Lucian,ADC,0.5672,20
Elise,Mid,Samira,ADC,0.4524,7
Elise,Mid,Kalista,ADC,0.5151,11
Elise,Mid,Xayah,ADC,0.5682,6
Aphelios,ADC,Elise,Mid,0.5149,14
Elise,Mid,Yunara,ADC,0.5268,32
Alistar,Support,Elise,Mid,0.5503,11
Elise,Mid,Soraka,Support,0.4815,7
Elise,Mid,Morgana,Support,0.4904,6
Elise,Mid,Sona,Support,0.4772,8
Elise,Mid,Janna,Support,0.5282,13
Elise,Mid,Karma,Support,0.4472,18
Elise,Mid,Swain,Support,0.4513,5
Blitzcrank,Support,Elise,Mid,0.5688,10
Elise,Mid,Pantheon,Support,0.4914,7
Elise,Mid,Leona,Support,0.5539,22
Elise,Mid,Nautilus,Support,0.5169,24
Elise,Mid,Lulu,Support,0.5518,25
Elise,Mid,Seraphine,Support,0.5077,15
Elise,Mid,Velkoz,Support,0.5456,5
Camille,Support,Elise,Mid,0.4667,6
Braum,Support,Elise,Mid,0.5141,14
Elise,Mid,TahmKench,Support,0.5097,6
Elise,Mid,Senna,Support,0.5298,14
Elise,Mid,Nami,Support,0.4417,20
Elise,Mid,Yuumi,Support,0.5105,13
Elise,Mid,Thresh,Support,0.5363,35
Bard,Support,Elise,Mid,0.5271,14
Elise,Mid,Rakan,Support,0.5398,5
Elise,Mid,Rell,Support,0.5147,6
Elise,Mid,Pyke,Support,0.4424,13
Elise,Mid,Milio,Support,0.5064,11
Elise,ADC,Nasus,Top,0.5278,5
Elise,ADC,Garen,Top,0.5522,6
Camille,Top,Elise,ADC,0.5246,5
Elise,ADC,Yone,Top,0.5709,6
Elise,ADC,LeeSin,Jungle,0.5047,6
Elise,ADC,Talon,Jungle,0.5531,7
Elise,ADC,Graves,Jungle,0.4496,8
Elise,ADC,Hecarim,Jungle,0.5151,5
Elise,ADC,Kayn,Jungle,0.5389,5
Elise,ADC,Qiyana,Jungle,0.5712,6
Elise,ADC,Katarina,Mid,0.5688,5
Elise,ADC,Viktor,Mid,0.474,6
Elise,ADC,Yasuo,Mid,0.5709,13
Elise,ADC,Zed,Mid,0.5661,10
Elise,ADC,Yone,Mid,0.5227,8
Elise,ADC,Nautilus,Support,0.5554,5
Elise,ADC,Seraphine,Support,0.5238,6
Elise,ADC,Senna,Support,0.5585,5
Elise,ADC,Nami,Support,0.4577,13
Elise,ADC,Thresh,Support,0.5607,8
Elise,ADC,Pyke,Support,0.542,6
Elise,Support,Olaf,Top,0.556,9
Elise,Support,Urgot,Top,0.5709,10
Elise,Support,Kayle,Top,0.4789,9
Elise,Support,Sion,Top,0.4946,9
Elise,Support,Teemo,Top,0.5491,9
Elise,Support,Tryndamere,Top,0.5471,11
Elise,Support,Jax,Top,0.5525,21
Elise,Support,Singed,Top,0.5599,11
Chogath,Top,Elise,Support,0.4939,12
DrMundo,Top,Elise,Support,0.44,13
Elise,Support,Irelia,Top,0.5519,17
Elise,Support,Gangplank,Top,0.5202,15
Elise,Support,Trundle,Top,0.4997,6
Elise,Support,Malphite,Top,0.546,17
Elise,Support,Renekton,Top,0.569,20
Elise,Support,Vayne,Top,0.5203,8
Elise,Support,Rumble,Top,0.5573,8
Elise,Support,Nasus,Top,0.5403,24
Elise,Support,Gragas,Top,0.5678,7
Elise,Support,Pantheon,Top,0.5486,10
Elise,Support,Mordekaiser,Top,0.5266,13
Elise,Support,Yorick,Top,0.5479,6
Akali,Top,Elise,Support,0.5094,9
Elise,Support,Garen,Top,0.4727,19
Elise,Support,Riven,Top,0.5704,7
Elise,Support,Shen,Top,0.5142,16
Elise,Support,Volibear,Top,0.4745,12
Elise,Support,Fiora,Top,0.5412,10
Darius,Top,Elise,Support,0.4842,17
Elise,Support,Jayce,Top,0.5606,28
Elise,Support,Gnar,Top,0.4545,16
Elise,Support,Yasuo,Top,0.531,12
Camille,Top,Elise,Support,0.5462,17
Elise,Support,Kled,Top,0.5423,6
Aatrox,Top,Elise,Support,0.4763,16
Elise,Support,Ornn,Top,0.5553,13
Elise,Support,Yone,Top,0.5259,25
Ambessa,Top,Elise,Support,0.4812,14
Elise,Support,Sett,Top,0.464,19
Elise,Support,Gwen,Top,0.5423,7
Elise,Support,KSante,Top,0.4349,11
Elise,Support,Zaahen,Top,0.5069,11
Elise,Support,XinZhao,Jungle,0.5608,11
Elise,Support,Fiddlesticks,Jungle,0.5683,6
Elise,Support,MasterYi,Jungle,0.5552,18
Elise,Support,Warwick,Jungle,0.5025,5
Elise,Support,Nunu,Jungle,0.5621,8
Elise,Support,Jax,Jungle,0.4427,6
Elise,Support,Evelynn,Jungle,0.4508,10
Elise,Support,Karthus,Jungle,0.5025,5
Chogath,Jungle,Elise,Support,0.5668,15
Amumu,Jungle,Elise,Support,0.4778,6
Elise,Support,Shaco,Jungle,0.5214,12
Elise,Support,Nocturne,Jungle,0.5547,17
Elise,Support,JarvanIV,Jungle,0.4299,30
Elise,Jungle,Elise,Support,0.5268,8
Elise,Support,MonkeyKing,Jungle,0.5618,21
Elise,Support,LeeSin,Jungle,0.5544,47
Elise,Support,Nidalee,Jungle,0.5646,9
Elise,Support,Udyr,Jungle,0.4706,9
Elise,Support,Talon,Jungle,0.5449,18
Elise,Support,Shyvana,Jungle,0.5067,13
Elise,Support,Graves,Jungle,0.482,25
Elise,Support,Rengar,Jungle,0.5684,13
Elise,Support,Sejuani,Jungle,0.5695,8
Elise,Support,Hecarim,Jungle,0.5065,21
Elise,Support,Khazix,Jungle,0.496,18
Diana,Jungle,Elise,Support,0.4705,8
Elise,Support,Kayn,Jungle,0.5531,24
Elise,Support,Zyra,Jungle,0.4565,6
Elise,Support,Zac,Jungle,0.4757,10
Belveth,Jungle,Elise,Support,0.4895,8
Briar,Jungle,Elise,Support,0.4705,11
Elise,Support,Viego,Jungle,0.4705,32
Elise,Support,Zed,Jungle,0.5144,10
Ekko,Jungle,Elise,Support,0.5169,20
Elise,Support,Qiyana,Jungle,0.5694,24
Elise,Support,Vi,Jungle,0.4953,19
Elise,Support,Sylas,Jungle,0.4889,24
Elise,Support,Lillia,Jungle,0.5711,11
Elise,Support,Naafiri,Jungle,0.4522,10
Annie,Mid,Elise,Support,0.5336,6
Elise,Support,Galio,Mid,0.475,12
Elise,Support,TwistedFate,Mid,0.5672,18
Elise,Support,Leblanc,Mid,0.5379,21
Elise,Support,Vladimir,Mid,0.5401,14
Elise,Support,Ryze,Mid,0.449,9
Anivia,Mid,Elise,Support,0.534,14
Elise,Support,Kassadin,Mid,0.5539,22
Elise,Support,Irelia,Mid,0.5124,7
Elise,Support,Veigar,Mid,0.5382,9
Elise,Support,Katarina,Mid,0.4896,24
Elise,Support,Orianna,Mid,0.476,9
Elise,Support,Nasus,Mid,0.5368,8
Akali,Mid,Elise,Support,0.4491,17
Elise,Support,Malzahar,Mid,0.5181,15
Elise,Support,Lux,Mid,0.5491,10
Elise,Support,Xerath,Mid,0.5399,13
Ahri,Mid,Elise,Support,0.5568,32
Elise,Support,Fizz,Mid,0.5686,14
Elise,Support,Viktor,Mid,0.5056,33
Elise,Support,Lissandra,Mid,0.5329,23
Diana,Mid,Elise,Support,0.5283,11
Elise,Support,Syndra,Mid,0.4993,29
Elise,Support,Zoe,Mid,0.4931,8
Elise,Support,Yasuo,Mid,0.509,20
Elise,Support,Taliyah,Mid,0.5658,6
Elise,Support,Zed,Mid,0.5409,27
Ekko,Mid,Elise,Support,0.5645,16
Elise,Support,Qiyana,Mid,0.4544,7
Elise,Support,Sylas,Mid,0.4766,26
